Location,Sequence Number,SSID,MAC Address,RSSI value
CEP106,16,DAIICT_Student,34:15:93:5C:E7:91,-75
CEP106,16,Attendance,34:15:93:5C:E7:93,-75
CEP106,16,DA_Public,34:15:93:5C:E7:92,-76
CEP106,16,DAIICT_Student,B0:7C:51:51:C7:A1,-77
CEP106,16,DA_Public,B0:7C:51:51:C7:A2,-77
CEP106,16,DAIICT_STAFF,B0:7C:51:51:C7:A0,-78
CEP106,16,Attendance,B0:7C:51:51:C7:A3,-78
CEP106,16,DAIICT_Student,C8:A6:08:45:29:D1,-88
CEP106,16,Vinay_sp,C4:12:F5:04:D3:38,-89
CEP106,16,Smartcity,24:C9:A1:13:DD:E8,-89
CEP106,16,DAIICT_STAFF,C8:A6:08:45:29:D0,-89
CEP106,16,Attendance,C8:A6:08:45:29:D3,-89
CEP106,16,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-90
CEP106,16,Attendance,B0:7C:51:51:D6:23,-90
CEP106,17,Attendance,34:15:93:5C:E7:93,-76
CEP106,17,DAIICT_Student,34:15:93:5C:E7:91,-77
CEP106,17,DA_Public,34:15:93:5C:E7:92,-77
CEP106,17,DAIICT_Student,B0:7C:51:51:C7:A1,-78
CEP106,17,DAIICT_STAFF,34:15:93:5C:E7:90,-78
CEP106,17,DAIICT_STAFF,B0:7C:51:51:C7:A0,-79
CEP106,17,DA_Public,B0:7C:51:51:C7:A2,-79
CEP106,17,Attendance,B0:7C:51:51:C7:A3,-79
CEP106,17,DAIICT_Student,78:9F:6A:7B:DC:A1,-80
CEP106,17,DA_Public,78:9F:6A:7B:DC:A2,-80
CEP106,17,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-81
CEP106,17,Attendance,78:9F:6A:7B:DC:A3,-81
CEP106,17,DAIICT_STAFF,C8:A6:08:45:29:D0,-84
CEP106,17,Attendance,C8:A6:08:45:29:D3,-85
CEP106,17,DA_Public,C8:A6:08:45:29:D2,-86
CEP106,17,DAIICT_Student,C8:A6:08:45:29:D1,-86
CEP106,17,Smartcity,24:C9:A1:13:DD:E8,-90
CEP106,18,DAIICT_STAFF,34:15:93:5C:E7:90,-69
CEP106,18,DA_Public,34:15:93:5C:E7:92,-69
CEP106,18,Attendance,34:15:93:5C:E7:93,-69
CEP106,18,DAIICT_Student,34:15:93:5C:E7:91,-70
CEP106,18,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-72
CEP106,18,DAIICT_Student,78:9F:6A:7B:DC:A1,-72
CEP106,18,DA_Public,78:9F:6A:7B:DC:A2,-72
CEP106,18,Attendance,78:9F:6A:7B:DC:A3,-72
CEP106,18,DAIICT_Student,B0:7C:51:51:C7:A1,-78
CEP106,18,DAIICT_STAFF,B0:7C:51:51:C7:A0,-79
CEP106,18,DA_Public,B0:7C:51:51:C7:A2,-79
CEP106,18,Attendance,B0:7C:51:51:C7:A3,-79
CEP106,18,Attendance,C8:A6:08:45:29:D3,-83
CEP106,18,DA_Public,B0:7C:51:51:D6:22,-84
CEP106,18,DAIICT_Student,C8:A6:08:45:29:D1,-84
CEP106,18,DA_Public,C8:A6:08:45:29:D2,-84
CEP106,18,DAIICT_STAFF,B0:7C:51:51:D6:20,-85
CEP106,18,DAIICT_Student,B0:7C:51:51:D6:21,-85
CEP106,18,DAIICT_STAFF,C8:A6:08:45:29:D0,-85
CEP106,18,Attendance,B0:7C:51:51:D6:23,-86
CEP106,18,vivo V40,16:94:0E:C2:27:FE,-88
CEP106,18,AndroidAP_6912,96:C6:12:9B:E7:4D,-89
CEP106,19,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-67
CEP106,19,DAIICT_Student,78:9F:6A:7B:DC:A1,-67
CEP106,19,DA_Public,78:9F:6A:7B:DC:A2,-67
CEP106,19,Attendance,78:9F:6A:7B:DC:A3,-67
CEP106,19,Attendance,34:15:93:5C:E7:93,-70
CEP106,19,DAIICT_STAFF,34:15:93:5C:E7:90,-71
CEP106,19,DAIICT_Student,34:15:93:5C:E7:91,-71
CEP106,19,DA_Public,34:15:93:5C:E7:92,-73
CEP106,19,DAIICT_STAFF,C8:A6:08:45:29:D0,-78
CEP106,19,DA_Public,C8:A6:08:45:29:D2,-78
CEP106,19,Attendance,C8:A6:08:45:29:D3,-78
CEP106,19,DAIICT_Student,C8:A6:08:45:29:D1,-79
CEP106,19,DAIICT_Student,B0:7C:51:51:C7:A1,-80
CEP106,19,DAIICT_STAFF,B0:7C:51:51:C7:A0,-81
CEP106,19,DA_Public,B0:7C:51:51:C7:A2,-81
CEP106,19,Attendance,B0:7C:51:51:C7:A3,-81
CEP106,19,Attendance,B0:7C:51:51:D6:23,-82
CEP106,19,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-83
CEP106,19,DAIICT_Student,70:47:77:68:BE:61,-85
CEP106,19,DA_Public,70:47:77:68:BE:62,-85
CEP106,19,Attendance,70:47:77:68:BE:63,-85
CEP106,19,DAIICT_Student,B0:7C:51:51:D6:21,-85
CEP106,20,Attendance,34:15:93:5C:E7:93,-71
CEP106,20,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-71
CEP106,20,DAIICT_Student,78:9F:6A:7B:DC:A1,-71
CEP106,20,DA_Public,78:9F:6A:7B:DC:A2,-71
CEP106,20,Attendance,78:9F:6A:7B:DC:A3,-71
CEP106,20,DAIICT_STAFF,34:15:93:5C:E7:90,-72
CEP106,20,DAIICT_Student,34:15:93:5C:E7:91,-72
CEP106,20,DA_Public,34:15:93:5C:E7:92,-72
CEP106,20,SRL_24*7*365,50:3D:D1:40:FE:6F,-80
CEP106,20,DAIICT_Student,B0:7C:51:51:C7:A1,-80
CEP106,20,DAIICT_STAFF,C8:A6:08:45:29:D0,-82
CEP106,20,DAIICT_Student,C8:A6:08:45:29:D1,-82
CEP106,20,DAIICT_STAFF,B0:7C:51:51:D6:20,-83
CEP106,20,DAIICT_Student,B0:7C:51:51:D6:21,-83
CEP106,20,Attendance,B0:7C:51:51:D6:23,-83
CEP106,20,DA_Public,B0:7C:51:51:D6:22,-83
CEP106,20,Attendance,C8:A6:08:45:29:D3,-83
CEP106,20,DA_Public,C8:A6:08:45:29:D2,-83
CEP106,20,DAIICT_STAFF,B0:7C:51:51:C7:A0,-85
CEP106,20,DA_Public,B0:7C:51:51:C7:A2,-86
CEP106,20,Attendance,B0:7C:51:51:C7:A3,-86
CEP106,21,DAIICT_STAFF,34:15:93:5C:E7:90,-67
CEP106,21,DAIICT_Student,34:15:93:5C:E7:91,-67
CEP106,21,DA_Public,34:15:93:5C:E7:92,-67
CEP106,21,Attendance,34:15:93:5C:E7:93,-67
CEP106,21,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-73
CEP106,21,DAIICT_Student,78:9F:6A:7B:DC:A1,-73
CEP106,21,DA_Public,78:9F:6A:7B:DC:A2,-73
CEP106,21,Attendance,78:9F:6A:7B:DC:A3,-73
CEP106,21,DAIICT_STAFF,B0:7C:51:51:C7:A0,-80
CEP106,21,DAIICT_Student,C8:A6:08:45:29:D1,-80
CEP106,21,Attendance,C8:A6:08:45:29:D3,-80
CEP106,21,DAIICT_Student,B0:7C:51:51:C7:A1,-81
CEP106,21,DA_Public,B0:7C:51:51:C7:A2,-81
CEP106,21,Attendance,B0:7C:51:51:C7:A3,-81
CEP106,21,DAIICT_STAFF,C8:A6:08:45:29:D0,-81
CEP106,21,DA_Public,C8:A6:08:45:29:D2,-81
CEP106,21,DAIICT_Student,B0:7C:51:51:D6:21,-84
CEP106,21,Attendance,70:47:77:68:BE:63,-86
CEP106,21,Attendance,B0:7C:51:51:D6:23,-86
CEP106,21,SRL_24*7*365,50:3D:D1:40:FE:6F,-86
CEP106,21,DAIICT_Student,70:47:77:68:BE:61,-87
CEP106,21,DA_Public,B0:7C:51:51:D6:22,-87
CEP106,21,DAIICT_STAFF,70:47:77:68:BE:60,-87
CEP106,21,DA_Public,70:47:77:68:BE:62,-87
CEP106,21,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-88
CEP106,22,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-64
CEP106,22,DAIICT_Student,78:9F:6A:7B:DC:A1,-64
CEP106,22,DA_Public,78:9F:6A:7B:DC:A2,-64
CEP106,22,Attendance,78:9F:6A:7B:DC:A3,-64
CEP106,22,Attendance,34:15:93:5C:E7:93,-65
CEP106,22,DAIICT_Student,34:15:93:5C:E7:91,-66
CEP106,22,DA_Public,34:15:93:5C:E7:92,-66
CEP106,22,DAIICT_STAFF,34:15:93:5C:E7:90,-66
CEP106,22,DAIICT_STAFF,B0:7C:51:51:C7:A0,-81
CEP106,22,DAIICT_Student,B0:7C:51:51:C7:A1,-81
CEP106,22,DA_Public,B0:7C:51:51:C7:A2,-81
CEP106,22,Attendance,B0:7C:51:51:C7:A3,-81
CEP106,22,DA_Public,C8:A6:08:45:29:D2,-83
CEP106,22,DAIICT_Student,B0:7C:51:51:D6:21,-84
CEP106,22,DA_Public,B0:7C:51:51:D6:22,-84
CEP106,22,SRL_24*7*365,50:3D:D1:40:FE:6F,-84
CEP106,22,Attendance,B0:7C:51:51:D6:23,-85
CEP106,22,DAIICT_Student,C8:A6:08:45:29:D1,-85
CEP106,22,Attendance,C8:A6:08:45:29:D3,-85
CEP106,22,DAIICT_STAFF,C8:A6:08:45:29:D0,-86
CEP106,22,DAIICT_Student,70:47:77:68:BE:61,-88
CEP106,22,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-89
CEP106,22,DAIICT_STAFF,70:47:77:68:BE:60,-90
CEP106,23,Attendance,34:15:93:5C:E7:93,-62
CEP106,23,DAIICT_STAFF,34:15:93:5C:E7:90,-63
CEP106,23,DA_Public,34:15:93:5C:E7:92,-63
CEP106,23,DAIICT_Student,34:15:93:5C:E7:91,-63
CEP106,23,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-70
CEP106,23,DAIICT_Student,78:9F:6A:7B:DC:A1,-70
CEP106,23,Attendance,78:9F:6A:7B:DC:A3,-70
CEP106,23,DA_Public,78:9F:6A:7B:DC:A2,-71
CEP106,23,DA_Public,C8:A6:08:45:29:D2,-87
CEP106,23,Attendance,C8:A6:08:45:29:D3,-87
CEP106,23,DAIICT_STAFF,C8:A6:08:45:29:D0,-87
CEP106,23,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-88
CEP106,24,Attendance,34:15:93:5C:E7:93,-71
CEP106,24,DAIICT_STAFF,34:15:93:5C:E7:90,-72
CEP106,24,DAIICT_Student,34:15:93:5C:E7:91,-72
CEP106,24,DA_Public,34:15:93:5C:E7:92,-72
CEP106,24,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-78
CEP106,24,DAIICT_Student,78:9F:6A:7B:DC:A1,-79
CEP106,24,Attendance,78:9F:6A:7B:DC:A3,-79
CEP106,24,DA_Public,78:9F:6A:7B:DC:A2,-81
CEP106,24,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-84
CEP106,24,Attendance,C8:A6:08:45:29:D3,-84
CEP106,24,DA_Public,C8:A6:08:45:29:D2,-85
CEP106,25,Attendance,34:15:93:5C:E7:93,-75
CEP106,25,DAIICT_STAFF,34:15:93:5C:E7:90,-76
CEP106,25,DAIICT_Student,34:15:93:5C:E7:91,-76
CEP106,25,DA_Public,34:15:93:5C:E7:92,-76
CEP106,25,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-77
CEP106,25,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-81
CEP106,25,DAIICT_Student,78:9F:6A:7B:DC:A1,-81
CEP106,25,DA_Public,78:9F:6A:7B:DC:A2,-81
CEP106,25,Attendance,78:9F:6A:7B:DC:A3,-81
CEP106,25,DAIICT_STAFF,C8:A6:08:45:29:D0,-89
CEP106,25,Attendance,C8:A6:08:45:29:D3,-89
CEP106,25,DA_Public,C8:A6:08:45:29:D2,-90
CEP106,26,Attendance,34:15:93:5C:E7:93,-68
CEP106,26,DAIICT_STAFF,34:15:93:5C:E7:90,-69
CEP106,26,DAIICT_Student,34:15:93:5C:E7:91,-69
CEP106,26,DA_Public,34:15:93:5C:E7:92,-69
CEP106,26,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-76
CEP106,26,DAIICT_Student,78:9F:6A:7B:DC:A1,-76
CEP106,26,DA_Public,78:9F:6A:7B:DC:A2,-77
CEP106,26,Attendance,78:9F:6A:7B:DC:A3,-77
CEP106,26,DAIICT_STAFF,C8:A6:08:45:29:D0,-82
CEP106,26,DAIICT_Student,C8:A6:08:45:29:D1,-82
CEP106,26,DA_Public,C8:A6:08:45:29:D2,-83
CEP106,26,Attendance,C8:A6:08:45:29:D3,-83
CEP106,26,Smartcity,24:C9:A1:13:DD:E8,-85
CEP106,26,DA_Public,B0:7C:51:51:C7:A2,-87
CEP106,26,Project_213,40:23:43:7E:FE:59,-87
CEP106,26,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-88
CEP106,26,DAIICT_Student,B0:7C:51:51:C7:A1,-88
CEP106,26,Vinay_sp,C4:12:F5:04:D3:38,-89
CEP106,26,AndroidAP_6912,96:C6:12:9B:E7:4D,-90
CEP106,27,Attendance,34:15:93:5C:E7:93,-60
CEP106,27,DAIICT_STAFF,34:15:93:5C:E7:90,-61
CEP106,27,DAIICT_Student,34:15:93:5C:E7:91,-61
CEP106,27,DA_Public,34:15:93:5C:E7:92,-61
CEP106,27,Attendance,78:9F:6A:7B:DC:A3,-77
CEP106,27,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-78
CEP106,27,DAIICT_Student,78:9F:6A:7B:DC:A1,-78
CEP106,27,DA_Public,78:9F:6A:7B:DC:A2,-78
CEP106,27,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-82
CEP106,27,DAIICT_STAFF,C8:A6:08:45:29:D0,-82
CEP106,27,DAIICT_Student,C8:A6:08:45:29:D1,-82
CEP106,27,DA_Public,C8:A6:08:45:29:D2,-82
CEP106,27,Attendance,C8:A6:08:45:29:D3,-83
CEP106,27,Attendance,B0:7C:51:51:C7:A3,-88
CEP106,27,Attendance,B0:7C:51:51:D6:23,-89
CEP106,27,DAIICT_Student,B0:7C:51:51:D6:21,-90
CEP106,28,Attendance,34:15:93:5C:E7:93,-67
CEP106,28,DAIICT_STAFF,34:15:93:5C:E7:90,-68
CEP106,28,DAIICT_Student,34:15:93:5C:E7:91,-68
CEP106,28,DA_Public,34:15:93:5C:E7:92,-68
CEP106,28,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-89
CEP106,28,Raj_Vivo,A6:21:DE:9E:7E:69,-90
CEP106,28,DAIICT_STAFF,B0:7C:51:51:D6:20,-90
CEP106,29,DAIICT_STAFF,34:15:93:5C:E7:90,-68
CEP106,29,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-69
CEP106,29,DAIICT_Student,78:9F:6A:7B:DC:A1,-69
CEP106,29,DA_Public,78:9F:6A:7B:DC:A2,-69
CEP106,29,Attendance,78:9F:6A:7B:DC:A3,-69
CEP106,29,Attendance,34:15:93:5C:E7:93,-73
CEP106,29,DAIICT_Student,34:15:93:5C:E7:91,-74
CEP106,29,DA_Public,34:15:93:5C:E7:92,-74
CEP106,29,DAIICT_STAFF,C8:A6:08:45:29:D0,-81
CEP106,29,DAIICT_Student,C8:A6:08:45:29:D1,-81
CEP106,29,DA_Public,C8:A6:08:45:29:D2,-81
CEP106,29,Attendance,C8:A6:08:45:29:D3,-81
CEP106,29,OnePlus Nord CE4,CE:DE:1A:2E:87:1B,-83
CEP106,29,DAIICT_Student,B0:7C:51:51:C7:A1,-84
CEP106,29,DAIICT_STAFF,B0:7C:51:51:C7:A0,-86
CEP106,29,Attendance,B0:7C:51:51:C7:A3,-87
CEP106,29,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-88
CEP106,29,AndroidAP_6912,96:C6:12:9B:E7:4D,-88
CEP106,29,DA_Public,B0:7C:51:51:C7:A2,-89
CEP106,29,vivo V40,16:94:0E:C2:27:FE,-89
CEP106,29,Smartcity,24:C9:A1:13:DD:E8,-89
CEP106,30,Attendance,34:15:93:5C:E7:93,-64
CEP106,30,DAIICT_STAFF,34:15:93:5C:E7:90,-65
CEP106,30,DAIICT_Student,34:15:93:5C:E7:91,-65
CEP106,30,DA_Public,34:15:93:5C:E7:92,-65
CEP106,30,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-73
CEP106,30,DAIICT_Student,78:9F:6A:7B:DC:A1,-73
CEP106,30,DA_Public,78:9F:6A:7B:DC:A2,-73
CEP106,30,Attendance,78:9F:6A:7B:DC:A3,-73
CEP106,30,DAIICT_Student,B0:7C:51:51:C7:A1,-78
CEP106,30,DAIICT_STAFF,B0:7C:51:51:C7:A0,-79
CEP106,30,DA_Public,B0:7C:51:51:C7:A2,-79
CEP106,30,Attendance,B0:7C:51:51:C7:A3,-79
CEP106,30,DAIICT_STAFF,C8:A6:08:45:29:D0,-81
CEP106,30,DAIICT_Student,C8:A6:08:45:29:D1,-81
CEP106,30,Attendance,C8:A6:08:45:29:D3,-81
CEP106,30,DA_Public,C8:A6:08:45:29:D2,-82
CEP106,30,SRL_24*7*365,50:3D:D1:40:FE:6F,-87
CEP106,30,DA_Public,B0:7C:51:51:D6:22,-89
CEP106,30,Attendance,B0:7C:51:51:D6:23,-90
CEP106,31,DAIICT_STAFF,34:15:93:5C:E7:90,-70
CEP106,31,DAIICT_Student,34:15:93:5C:E7:91,-70
CEP106,31,DA_Public,34:15:93:5C:E7:92,-70
CEP106,31,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-71
CEP106,31,DAIICT_Student,78:9F:6A:7B:DC:A1,-71
CEP106,31,DA_Public,78:9F:6A:7B:DC:A2,-71
CEP106,31,Attendance,78:9F:6A:7B:DC:A3,-71
CEP106,31,Attendance,34:15:93:5C:E7:93,-72
CEP106,31,DAIICT_STAFF,B0:7C:51:51:C7:A0,-75
CEP106,31,DAIICT_Student,B0:7C:51:51:C7:A1,-75
CEP106,31,DA_Public,B0:7C:51:51:C7:A2,-75
CEP106,31,Attendance,B0:7C:51:51:C7:A3,-75
CEP106,31,OnePlus Nord CE4,CE:DE:1A:2E:87:1B,-84
CEP106,31,SRL_24*7*365,50:3D:D1:40:FE:6F,-86
CEP106,31,DAIICT_STAFF,C8:A6:08:45:29:D0,-86
CEP106,31,DA_Public,C8:A6:08:45:29:D2,-86
CEP106,31,Attendance,C8:A6:08:45:29:D3,-86
CEP106,31,DAIICT_Student,C8:A6:08:45:29:D1,-87
CEP106,31,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-89
CEP107,1,Attendance,34:15:93:5C:E7:93,-66
CEP107,1,DAIICT_STAFF,34:15:93:5C:E7:90,-67
CEP107,1,DAIICT_Student,34:15:93:5C:E7:91,-67
CEP107,1,DA_Public,34:15:93:5C:E7:92,-67
CEP107,1,Vinay_sp,C4:12:F5:04:D3:38,-75
CEP107,1,DAIICT_STAFF,B0:7C:51:51:D6:20,-81
CEP107,1,DAIICT_Student,B0:7C:51:51:D6:21,-81
CEP107,1,DA_Public,B0:7C:51:51:D6:22,-81
CEP107,1,Attendance,B0:7C:51:51:D6:23,-82
CEP107,1,AndroidAP_6912,96:C6:12:9B:E7:4D,-85
CEP107,1,DA_Public,70:47:77:68:BE:62,-87
CEP107,1,Attendance,C8:A6:08:45:29:D3,-87
CEP107,1,DAIICT_STAFF,70:47:77:68:BE:60,-88
CEP107,1,DAIICT_Student,70:47:77:68:BE:61,-88
CEP107,1,Attendance,70:47:77:68:BE:63,-88
CEP107,1,Attendance,78:9F:6A:7B:DC:A3,-88
CEP107,1,DAIICT_STAFF,C8:A6:08:45:29:D0,-88
CEP107,1,DA_Public,C8:A6:08:45:29:D2,-89
CEP107,1,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-89
CEP107,1,DA_Public,78:9F:6A:7B:DC:A2,-89
CEP107,1,DAIICT_Student,B0:7C:51:51:C7:A1,-90
CEP107,2,Vinay_sp,C4:12:F5:04:D3:38,-69
CEP107,2,Attendance,34:15:93:5C:E7:93,-72
CEP107,2,DAIICT_STAFF,34:15:93:5C:E7:90,-73
CEP107,2,DAIICT_Student,34:15:93:5C:E7:91,-73
CEP107,2,DA_Public,34:15:93:5C:E7:92,-73
CEP107,2,Attendance,B0:7C:51:51:C7:A3,-78
CEP107,2,DAIICT_STAFF,B0:7C:51:51:C7:A0,-79
CEP107,2,DAIICT_Student,B0:7C:51:51:C7:A1,-79
CEP107,2,DA_Public,B0:7C:51:51:C7:A2,-79
CEP107,2,Smartcity,24:C9:A1:13:DD:E8,-81
CEP107,2,AndroidAP_6912,96:C6:12:9B:E7:4D,-81
CEP107,2,Project_213,40:23:43:7E:FE:59,-82
CEP107,2,DAIICT_STAFF,B0:7C:51:51:D6:20,-83
CEP107,2,DAIICT_Student,B0:7C:51:51:D6:21,-83
CEP107,2,DA_Public,B0:7C:51:51:D6:22,-83
CEP107,2,Attendance,B0:7C:51:51:D6:23,-83
CEP107,2,SRL_24*7*365,50:3D:D1:40:FE:6F,-87
CEP107,2,Attendance,C8:A6:08:45:29:D3,-90
CEP107,3,Vinay_sp,C4:12:F5:04:D3:38,-65
CEP107,3,Project_213,40:23:43:7E:FE:59,-71
CEP107,3,DAIICT_STAFF,34:15:93:5C:E7:90,-72
CEP107,3,DAIICT_Student,34:15:93:5C:E7:91,-72
CEP107,3,DA_Public,34:15:93:5C:E7:92,-72
CEP107,3,Attendance,34:15:93:5C:E7:93,-72
CEP107,3,DAIICT_STAFF,B0:7C:51:51:D6:20,-76
CEP107,3,DAIICT_Student,B0:7C:51:51:D6:21,-76
CEP107,3,DA_Public,B0:7C:51:51:D6:22,-76
CEP107,3,Attendance,B0:7C:51:51:D6:23,-76
CEP107,3,AndroidAP_6912,96:C6:12:9B:E7:4D,-79
CEP107,3,DA_Public,B0:7C:51:51:C7:A2,-86
CEP107,3,Smartcity,24:C9:A1:13:DD:E8,-89
CEP107,3,Attendance,78:9F:6A:7B:DC:A3,-89
CEP107,3,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-89
CEP107,3,DAIICT_STAFF,B0:7C:51:51:C7:A0,-90
CEP107,3,Attendance,B0:7C:51:51:C7:A3,-90
CEP107,3,DAIICT_Student,B0:7C:51:51:C7:A1,-90
CEP107,4,Vinay_sp,C4:12:F5:04:D3:38,-71
CEP107,4,Project_213,40:23:43:7E:FE:59,-74
CEP107,4,DAIICT_Student,34:15:93:5C:E7:91,-79
CEP107,4,DA_Public,34:15:93:5C:E7:92,-79
CEP107,4,Attendance,34:15:93:5C:E7:93,-79
CEP107,4,DAIICT_STAFF,34:15:93:5C:E7:90,-80
CEP107,4,AndroidAP_6912,96:C6:12:9B:E7:4D,-81
CEP107,4,DAIICT_STAFF,B0:7C:51:51:D6:20,-81
CEP107,4,DAIICT_Student,B0:7C:51:51:D6:21,-81
CEP107,4,DA_Public,B0:7C:51:51:D6:22,-81
CEP107,4,Attendance,B0:7C:51:51:D6:23,-81
CEP107,4,DAIICT_Student,B0:7C:51:51:C7:A1,-84
CEP107,4,DAIICT_STAFF,B0:7C:51:51:C7:A0,-85
CEP107,4,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-85
CEP107,4,DA_Public,B0:7C:51:51:C7:A2,-86
CEP107,4,Attendance,B0:7C:51:51:C7:A3,-87
CEP107,4,Smartcity,24:C9:A1:13:DD:E8,-87
CEP107,4,Attendance,78:9F:6A:7B:DC:A3,-87
CEP107,4,DA_Public,78:9F:6A:7B:DC:A2,-87
CEP107,5,Vinay_sp,C4:12:F5:04:D3:38,-66
CEP107,5,Project_213,40:23:43:7E:FE:59,-73
CEP107,5,Attendance,34:15:93:5C:E7:93,-79
CEP107,5,DAIICT_STAFF,34:15:93:5C:E7:90,-80
CEP107,5,DAIICT_Student,34:15:93:5C:E7:91,-80
CEP107,5,Attendance,B0:7C:51:51:D6:23,-80
CEP107,5,DA_Public,34:15:93:5C:E7:92,-81
CEP107,5,DA_Public,B0:7C:51:51:D6:22,-81
CEP107,5,DAIICT_STAFF,B0:7C:51:51:D6:20,-82
CEP107,5,DAIICT_Student,B0:7C:51:51:D6:21,-82
CEP107,5,AndroidAP_6912,96:C6:12:9B:E7:4D,-87
CEP107,5,DA_Public,78:9F:6A:7B:DC:A2,-88
CEP107,5,Attendance,78:9F:6A:7B:DC:A3,-89
CEP107,6,Vinay_sp,C4:12:F5:04:D3:38,-71
CEP107,6,DAIICT_Student,34:15:93:5C:E7:91,-75
CEP107,6,Attendance,34:15:93:5C:E7:93,-75
CEP107,6,DAIICT_STAFF,34:15:93:5C:E7:90,-76
CEP107,6,DA_Public,34:15:93:5C:E7:92,-76
CEP107,6,AndroidAP_6912,96:C6:12:9B:E7:4D,-77
CEP107,6,DAIICT_STAFF,B0:7C:51:51:D6:20,-77
CEP107,6,DAIICT_Student,B0:7C:51:51:D6:21,-77
CEP107,6,DA_Public,B0:7C:51:51:D6:22,-77
CEP107,6,Attendance,B0:7C:51:51:D6:23,-77
CEP107,6,Project_213,40:23:43:7E:FE:59,-82
CEP107,6,DAIICT_STAFF,C8:A6:08:45:29:D0,-84
CEP107,6,DAIICT_Student,C8:A6:08:45:29:D1,-84
CEP107,6,DA_Public,C8:A6:08:45:29:D2,-84
CEP107,6,Attendance,C8:A6:08:45:29:D3,-84
CEP107,6,Smartcity,24:C9:A1:13:DD:E8,-85
CEP107,6,DAIICT_STAFF,B0:7C:51:51:C7:A0,-87
CEP107,6,DA_Public,B0:7C:51:51:C7:A2,-87
CEP107,6,Attendance,B0:7C:51:51:C7:A3,-88
CEP107,6,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-90
CEP107,6,DA_Public,78:9F:6A:7B:DC:A2,-90
CEP107,7,Project_213,40:23:43:7E:FE:59,-67
CEP107,7,DAIICT_STAFF,34:15:93:5C:E7:90,-73
CEP107,7,DAIICT_Student,34:15:93:5C:E7:91,-73
CEP107,7,DA_Public,34:15:93:5C:E7:92,-73
CEP107,7,Attendance,34:15:93:5C:E7:93,-73
CEP107,7,DAIICT_Student,B0:7C:51:51:D6:21,-74
CEP107,7,DAIICT_STAFF,B0:7C:51:51:D6:20,-75
CEP107,7,DA_Public,B0:7C:51:51:D6:22,-75
CEP107,7,Attendance,B0:7C:51:51:D6:23,-75
CEP107,7,Vinay_sp,C4:12:F5:04:D3:38,-76
CEP107,7,Smartcity,24:C9:A1:13:DD:E8,-80
CEP107,7,DA_Public,C8:A6:08:45:29:D2,-83
CEP107,7,DAIICT_STAFF,C8:A6:08:45:29:D0,-84
CEP107,7,DAIICT_Student,C8:A6:08:45:29:D1,-85
CEP107,7,Attendance,C8:A6:08:45:29:D3,-85
CEP107,7,DA_Public,78:9F:6A:7B:DC:A2,-88
CEP107,7,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-89
CEP107,7,AndroidAP_6912,96:C6:12:9B:E7:4D,-90
CEP107,7,Attendance,B0:7C:51:51:C7:A3,-90
CEP107,7,Attendance,78:9F:6A:7B:DC:A3,-90
CEP107,8,DAIICT_STAFF,B0:7C:51:51:D6:20,-66
CEP107,8,DAIICT_Student,B0:7C:51:51:D6:21,-66
CEP107,8,DA_Public,B0:7C:51:51:D6:22,-66
CEP107,8,Attendance,B0:7C:51:51:D6:23,-66
CEP107,8,Vinay_sp,C4:12:F5:04:D3:38,-70
CEP107,8,Attendance,34:15:93:5C:E7:93,-77
CEP107,8,DAIICT_STAFF,34:15:93:5C:E7:90,-78
CEP107,8,DAIICT_Student,34:15:93:5C:E7:91,-78
CEP107,8,DA_Public,34:15:93:5C:E7:92,-78
