Location,Sequence Number,SSID,MAC Address,RSSI value
CEP102,29,DAIICT_STAFF,70:47:77:68:BE:60,-49
CEP102,29,DAIICT_Student,70:47:77:68:BE:61,-50
CEP102,29,DA_Public,70:47:77:68:BE:62,-50
CEP102,29,Attendance,70:47:77:68:BE:63,-50
CEP102,29,Attendance,34:15:93:5C:E7:93,-71
CEP102,29,DAIICT_STAFF,34:15:93:5C:E7:90,-72
CEP102,29,DAIICT_Student,34:15:93:5C:E7:91,-72
CEP102,29,DA_Public,34:15:93:5C:E7:92,-72
CEP102,29,IRLAB,78:20:51:A7:9E:84,-83
CEP102,29,HP-Print-d2-LaserJet Pro M202dw,70:77:81:11:82:D2,-86
CEP102,29,realme GT 6T,A6:C9:3B:0A:FD:F0,-87
CEP102,29,SRL_24*7*365,50:3D:D1:40:FE:6F,-88
CEP102,30,DAIICT_Student,70:47:77:68:BE:61,-44
CEP102,30,DA_Public,70:47:77:68:BE:62,-44
CEP102,30,DAIICT_STAFF,70:47:77:68:BE:60,-45
CEP102,30,Attendance,70:47:77:68:BE:63,-45
CEP102,30,HP-Print-d2-LaserJet Pro M202dw,70:77:81:11:82:D2,-80
CEP102,30,DAIICT_Student,B0:7C:51:51:CB:81,-80
CEP102,30,DAIICT_STAFF,B0:7C:51:51:CB:80,-80
CEP102,30,DAIICT_Student,34:15:93:5C:E7:91,-80
CEP102,30,Attendance,34:15:93:5C:E7:93,-81
CEP102,30,DA_Public,B0:7C:51:51:CB:82,-81
CEP102,30,Attendance,B0:7C:51:51:CB:83,-81
CEP102,30,SRL_24*7*365,50:3D:D1:40:FE:6F,-82
CEP102,31,DAIICT_STAFF,70:47:77:68:BE:60,-43
CEP102,31,DAIICT_Student,70:47:77:68:BE:61,-43
CEP102,31,DA_Public,70:47:77:68:BE:62,-43
CEP102,31,Attendance,70:47:77:68:BE:63,-43
CEP102,31,Attendance,34:15:93:5C:E7:93,-72
CEP102,31,IRLAB,78:20:51:A7:9E:84,-72
CEP102,31,DAIICT_STAFF,34:15:93:5C:E7:90,-73
CEP102,31,DAIICT_Student,34:15:93:5C:E7:91,-73
CEP102,31,DA_Public,34:15:93:5C:E7:92,-73
CEP102,31,HP-Print-d2-LaserJet Pro M202dw,70:77:81:11:82:D2,-85
CEP102,31,DAIICT_Student,B0:7C:51:51:CB:81,-87
CEP102,31,Attendance,B0:7C:51:51:CB:83,-87
CEP102,31,DAIICT_STAFF,B0:7C:51:51:CB:80,-88
CEP102,31,DA_Public,B0:7C:51:51:CB:82,-88
CEP102,31,SRL_24*7*365,50:3D:D1:40:FE:6F,-90
CEP102,32,DAIICT_STAFF,70:47:77:68:BE:60,-43
CEP102,32,DAIICT_Student,70:47:77:68:BE:61,-43
CEP102,32,DA_Public,70:47:77:68:BE:62,-43
CEP102,32,Attendance,70:47:77:68:BE:63,-44
CEP102,32,Attendance,34:15:93:5C:E7:93,-75
CEP102,32,DAIICT_STAFF,34:15:93:5C:E7:90,-76
CEP102,32,DAIICT_Student,34:15:93:5C:E7:91,-76
CEP102,32,DA_Public,34:15:93:5C:E7:92,-76
CEP102,32,Attendance,B0:7C:51:51:CB:83,-90
CEP102,33,DAIICT_STAFF,70:47:77:68:BE:60,-42
CEP102,33,DAIICT_Student,70:47:77:68:BE:61,-42
CEP102,33,DA_Public,70:47:77:68:BE:62,-42
CEP102,33,Attendance,70:47:77:68:BE:63,-42
CEP102,33,IRLAB,78:20:51:A7:9E:84,-77
CEP102,33,DAIICT_STAFF,34:15:93:5C:E7:90,-80
CEP102,33,Attendance,34:15:93:5C:E7:93,-80
CEP102,33,DAIICT_Student,34:15:93:5C:E7:91,-81
CEP102,33,DA_Public,34:15:93:5C:E7:92,-81
CEP102,33,HP-Print-d2-LaserJet Pro M202dw,70:77:81:11:82:D2,-85
CEP102,33,SRL_24*7*365,50:3D:D1:40:FE:6F,-90
CEP102,34,DAIICT_STAFF,70:47:77:68:BE:60,-35
CEP102,34,DAIICT_Student,70:47:77:68:BE:61,-35
CEP102,34,DA_Public,70:47:77:68:BE:62,-35
CEP102,34,Attendance,70:47:77:68:BE:63,-35
CEP102,34,IRLAB,78:20:51:A7:9E:84,-72
CEP102,34,Attendance,34:15:93:5C:E7:93,-74
CEP102,34,DAIICT_STAFF,34:15:93:5C:E7:90,-75
CEP102,34,DAIICT_Student,34:15:93:5C:E7:91,-75
CEP102,34,DA_Public,34:15:93:5C:E7:92,-75
CEP102,34,HP-Print-d2-LaserJet Pro M202dw,70:77:81:11:82:D2,-81
CEP102,34,SRL_24*7*365,50:3D:D1:40:FE:6F,-86
CEP102,35,DAIICT_STAFF,70:47:77:68:BE:60,-41
CEP102,35,DA_Public,70:47:77:68:BE:62,-41
CEP102,35,DAIICT_Student,70:47:77:68:BE:61,-42
CEP102,35,Attendance,70:47:77:68:BE:63,-42
CEP102,35,IRLAB,78:20:51:A7:9E:84,-76
CEP102,35,realme GT 6T,A6:C9:3B:0A:FD:F0,-78
CEP102,35,HP-Print-d2-LaserJet Pro M202dw,70:77:81:11:82:D2,-80
CEP102,35,DAIICT_Student,34:15:93:5C:E7:91,-82
CEP102,35,DA_Public,34:15:93:5C:E7:92,-82
CEP102,35,Attendance,34:15:93:5C:E7:93,-82
CEP102,35,DAIICT_STAFF,34:15:93:5C:E7:90,-83
CEP102,35,DAIICT_STAFF,B0:7C:51:51:CB:80,-86
CEP102,35,DAIICT_Student,B0:7C:51:51:CB:81,-87
CEP102,35,SRL_24*7*365,50:3D:D1:40:FE:6F,-87
CEP102,35,Attendance,B0:7C:51:51:CB:83,-89
CEP102,36,DAIICT_STAFF,70:47:77:68:BE:60,-49
CEP102,36,DAIICT_Student,70:47:77:68:BE:61,-49
CEP102,36,DA_Public,70:47:77:68:BE:62,-49
CEP102,36,Attendance,70:47:77:68:BE:63,-49
CEP102,36,DAIICT_STAFF,34:15:93:5C:E7:90,-76
CEP102,36,DA_Public,34:15:93:5C:E7:92,-76
CEP102,36,Attendance,34:15:93:5C:E7:93,-76
CEP102,36,DAIICT_Student,34:15:93:5C:E7:91,-77
CEP102,36,DA_Public,B0:7C:51:51:CB:82,-78
CEP102,36,DAIICT_STAFF,B0:7C:51:51:CB:80,-79
CEP102,36,Attendance,B0:7C:51:51:CB:83,-79
CEP102,36,HP-Print-d2-LaserJet Pro M202dw,70:77:81:11:82:D2,-80
CEP102,36,realme GT 6T,A6:C9:3B:0A:FD:F0,-82
CEP102,37,DAIICT_STAFF,70:47:77:68:BE:60,-57
CEP102,37,DAIICT_Student,70:47:77:68:BE:61,-57
CEP102,37,DA_Public,70:47:77:68:BE:62,-57
CEP102,37,Attendance,70:47:77:68:BE:63,-57
CEP102,37,Attendance,34:15:93:5C:E7:93,-70
CEP102,37,DAIICT_STAFF,34:15:93:5C:E7:90,-72
CEP102,37,DA_Public,34:15:93:5C:E7:92,-72
CEP102,37,DAIICT_Student,34:15:93:5C:E7:91,-73
CEP102,37,DAIICT_STAFF,B0:7C:51:51:CB:80,-78
CEP102,37,DAIICT_Student,B0:7C:51:51:CB:81,-78
CEP102,37,DA_Public,B0:7C:51:51:CB:82,-79
CEP102,37,Attendance,B0:7C:51:51:CB:83,-79
CEP102,37,realme GT 6T,A6:C9:3B:0A:FD:F0,-81
CEP102,37,IRLAB,78:20:51:A7:9E:84,-83
CEP102,37,SRL_24*7*365,50:3D:D1:40:FE:6F,-89
CEP102,38,DAIICT_STAFF,70:47:77:68:BE:60,-51
CEP102,38,DAIICT_Student,70:47:77:68:BE:61,-51
CEP102,38,DA_Public,70:47:77:68:BE:62,-51
CEP102,38,Attendance,70:47:77:68:BE:63,-51
CEP102,38,DAIICT_STAFF,34:15:93:5C:E7:90,-69
CEP102,38,DAIICT_Student,34:15:93:5C:E7:91,-69
CEP102,38,DA_Public,34:15:93:5C:E7:92,-69
CEP102,38,SRL_24*7*365,50:3D:D1:40:FE:6F,-85
CEP102,39,DAIICT_STAFF,70:47:77:68:BE:60,-48
CEP102,39,DAIICT_Student,70:47:77:68:BE:61,-48
CEP102,39,DA_Public,70:47:77:68:BE:62,-49
CEP102,39,Attendance,70:47:77:68:BE:63,-49
CEP102,39,SRL_24*7*365,50:3D:D1:40:FE:6F,-82
CEP102,39,DAIICT_Student,B0:7C:51:51:CB:81,-83
CEP102,39,DA_Public,B0:7C:51:51:CB:82,-84
CEP102,39,DAIICT_STAFF,B0:7C:51:51:CB:80,-85
CEP102,39,Attendance,B0:7C:51:51:CB:83,-85
CEP102,39,HP-Print-d2-LaserJet Pro M202dw,70:77:81:11:82:D2,-88
CEP102,39,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-88
CEP102,39,Attendance,78:9F:6A:7B:DC:A3,-89
CEP102,40,Attendance,70:47:77:68:BE:63,-49
CEP102,40,DAIICT_STAFF,70:47:77:68:BE:60,-50
CEP102,40,DAIICT_Student,70:47:77:68:BE:61,-50
CEP102,40,DA_Public,70:47:77:68:BE:62,-50
CEP102,40,DAIICT_STAFF,34:15:93:5C:E7:90,-71
CEP102,40,DAIICT_Student,34:15:93:5C:E7:91,-71
CEP102,40,DA_Public,34:15:93:5C:E7:92,-72
CEP102,40,SRL_24*7*365,50:3D:D1:40:FE:6F,-79
CEP102,40,DAIICT_Student,B0:7C:51:51:CB:81,-81
CEP102,40,DAIICT_STAFF,B0:7C:51:51:CB:80,-82
CEP102,40,realme GT 6T,A6:C9:3B:0A:FD:F0,-85
CEP102,40,HP-Print-d2-LaserJet Pro M202dw,70:77:81:11:82:D2,-87
CEP102,40,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-87
CEP102,40,DAIICT_Student,78:9F:6A:7B:DC:A1,-88
CEP102,40,DA_Public,78:9F:6A:7B:DC:A2,-88
CEP102,40,Attendance,78:9F:6A:7B:DC:A3,-88
CEP102,41,DAIICT_Student,70:47:77:68:BE:61,-52
CEP102,41,DA_Public,70:47:77:68:BE:62,-53
CEP102,41,DAIICT_STAFF,70:47:77:68:BE:60,-54
CEP102,41,Attendance,70:47:77:68:BE:63,-55
CEP102,41,Attendance,34:15:93:5C:E7:93,-71
CEP102,41,DAIICT_STAFF,34:15:93:5C:E7:90,-72
CEP102,41,DAIICT_Student,34:15:93:5C:E7:91,-72
CEP102,41,DA_Public,34:15:93:5C:E7:92,-72
CEP102,41,DAIICT_STAFF,B0:7C:51:51:CB:80,-84
CEP102,41,DAIICT_Student,B0:7C:51:51:CB:81,-84
CEP102,41,ASPIRE 8178,CA:E2:65:D2:84:80,-85
CEP102,41,HP-Print-d2-LaserJet Pro M202dw,70:77:81:11:82:D2,-87
CEP102,41,DA_Public,B0:7C:51:51:CB:82,-88
CEP102,41,Attendance,B0:7C:51:51:C7:A3,-90
CEP102,41,SRL_24*7*365,50:3D:D1:40:FE:6F,-90
CEP102,42,DAIICT_STAFF,70:47:77:68:BE:60,-48
CEP102,42,DAIICT_Student,70:47:77:68:BE:61,-48
CEP102,42,DA_Public,70:47:77:68:BE:62,-48
CEP102,42,Attendance,70:47:77:68:BE:63,-48
CEP102,42,Attendance,34:15:93:5C:E7:93,-78
CEP102,42,DAIICT_STAFF,34:15:93:5C:E7:90,-79
CEP102,42,DAIICT_Student,34:15:93:5C:E7:91,-79
CEP102,42,DA_Public,34:15:93:5C:E7:92,-79
CEP102,42,SRL_24*7*365,50:3D:D1:40:FE:6F,-85
CEP102,42,IRLAB,78:20:51:A7:9E:84,-87
CEP102,42,HP-Print-d2-LaserJet Pro M202dw,70:77:81:11:82:D2,-89
CEP102,42,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-89
CEP102,42,Attendance,78:9F:6A:7B:DC:A3,-89
CEP102,42,DA_Public,78:9F:6A:7B:DC:A2,-89
CEP102,43,DAIICT_STAFF,70:47:77:68:BE:60,-58
CEP102,43,DAIICT_Student,70:47:77:68:BE:61,-58
CEP102,43,DA_Public,70:47:77:68:BE:62,-58
CEP102,43,Attendance,70:47:77:68:BE:63,-58
CEP102,43,DAIICT_STAFF,34:15:93:5C:E7:90,-77
CEP102,43,DAIICT_Student,34:15:93:5C:E7:91,-78
CEP102,43,Attendance,34:15:93:5C:E7:93,-78
CEP102,43,DA_Public,34:15:93:5C:E7:92,-79
CEP102,43,SRL_24*7*365,50:3D:D1:40:FE:6F,-84
CEP102,43,IRLAB,78:20:51:A7:9E:84,-85
CEP102,43,DIRECT-bd-HP M277 LaserJet,56:13:79:37:5F:BD,-86
CEP106,1,Attendance,34:15:93:5C:E7:93,-72
CEP106,1,DAIICT_STAFF,34:15:93:5C:E7:90,-73
CEP106,1,DAIICT_Student,34:15:93:5C:E7:91,-73
CEP106,1,DA_Public,34:15:93:5C:E7:92,-73
CEP106,1,DAIICT_STAFF,B0:7C:51:51:D6:20,-76
CEP106,1,DAIICT_Student,B0:7C:51:51:D6:21,-76
CEP106,1,DA_Public,B0:7C:51:51:D6:22,-77
CEP106,1,Attendance,B0:7C:51:51:D6:23,-77
CEP106,1,DAIICT_Student,78:9F:6A:7B:DC:A1,-77
CEP106,1,Attendance,78:9F:6A:7B:DC:A3,-77
CEP106,1,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-78
CEP106,1,DA_Public,78:9F:6A:7B:DC:A2,-78
CEP106,1,DAIICT_Student,C8:A6:08:45:29:D1,-82
CEP106,1,Attendance,C8:A6:08:45:29:D3,-82
CEP106,1,DAIICT_STAFF,C8:A6:08:45:29:D0,-83
CEP106,1,DA_Public,C8:A6:08:45:29:D2,-83
CEP106,1,DAIICT_Student,B0:7C:51:51:C7:A1,-87
CEP106,1,Attendance,B0:7C:51:51:C7:A3,-87
CEP106,1,DAIICT_STAFF,B0:7C:51:51:C7:A0,-87
CEP106,1,DA_Public,B0:7C:51:51:C7:A2,-87
CEP106,1,c2slab.daiict.ac.in,1C:CE:51:7B:33:17,-89
CEP106,2,Attendance,34:15:93:5C:E7:93,-64
CEP106,2,DAIICT_STAFF,34:15:93:5C:E7:90,-65
CEP106,2,DA_Public,34:15:93:5C:E7:92,-65
CEP106,2,DAIICT_Student,34:15:93:5C:E7:91,-65
CEP106,2,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-74
CEP106,2,DAIICT_Student,78:9F:6A:7B:DC:A1,-74
CEP106,2,DA_Public,78:9F:6A:7B:DC:A2,-74
CEP106,2,Attendance,78:9F:6A:7B:DC:A3,-74
CEP106,2,SRL_24*7*365,50:3D:D1:40:FE:6F,-77
CEP106,2,DAIICT_Student,C8:A6:08:45:29:D1,-83
CEP106,2,DAIICT_STAFF,C8:A6:08:45:29:D0,-84
CEP106,2,DA_Public,C8:A6:08:45:29:D2,-84
CEP106,2,Attendance,C8:A6:08:45:29:D3,-84
CEP106,2,DAIICT_STAFF,B0:7C:51:51:C7:A0,-85
CEP106,2,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-86
CEP106,2,DA_Public,B0:7C:51:51:C7:A2,-86
CEP106,2,Attendance,B0:7C:51:51:C7:A3,-87
CEP106,2,DAIICT_STAFF,B0:7C:51:51:D6:20,-87
CEP106,3,Attendance,34:15:93:5C:E7:93,-53
CEP106,3,DAIICT_STAFF,34:15:93:5C:E7:90,-56
CEP106,3,DA_Public,34:15:93:5C:E7:92,-56
CEP106,3,DAIICT_Student,34:15:93:5C:E7:91,-56
CEP106,3,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-69
CEP106,3,DAIICT_Student,78:9F:6A:7B:DC:A1,-70
CEP106,3,DA_Public,78:9F:6A:7B:DC:A2,-70
CEP106,3,Attendance,78:9F:6A:7B:DC:A3,-70
CEP106,3,SRL_24*7*365,50:3D:D1:40:FE:6F,-81
CEP106,3,DAIICT_Student,C8:A6:08:45:29:D1,-82
CEP106,3,DAIICT_STAFF,C8:A6:08:45:29:D0,-83
CEP106,3,DA_Public,C8:A6:08:45:29:D2,-83
CEP106,3,Attendance,C8:A6:08:45:29:D3,-83
CEP106,3,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-84
CEP106,3,DAIICT_Student,B0:7C:51:51:D6:21,-89
CEP106,4,DAIICT_STAFF,34:15:93:5C:E7:90,-70
CEP106,4,DAIICT_Student,34:15:93:5C:E7:91,-71
CEP106,4,DA_Public,34:15:93:5C:E7:92,-71
CEP106,4,Attendance,34:15:93:5C:E7:93,-74
CEP106,4,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-77
CEP106,4,DAIICT_Student,78:9F:6A:7B:DC:A1,-77
CEP106,4,DA_Public,78:9F:6A:7B:DC:A2,-77
CEP106,4,Attendance,78:9F:6A:7B:DC:A3,-77
CEP106,4,DAIICT_STAFF,C8:A6:08:45:29:D0,-81
CEP106,4,DAIICT_Student,C8:A6:08:45:29:D1,-81
CEP106,4,DA_Public,C8:A6:08:45:29:D2,-81
CEP106,4,Attendance,C8:A6:08:45:29:D3,-81
CEP106,4,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-82
CEP106,5,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-69
CEP106,5,Attendance,34:15:93:5C:E7:93,-70
CEP106,5,DAIICT_STAFF,34:15:93:5C:E7:90,-71
CEP106,5,DAIICT_Student,34:15:93:5C:E7:91,-71
CEP106,5,DA_Public,34:15:93:5C:E7:92,-71
CEP106,5,SRL_24*7*365,50:3D:D1:40:FE:6F,-77
CEP106,5,DAIICT_Student,78:9F:6A:7B:DC:A1,-81
CEP106,5,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-82
CEP106,5,DA_Public,78:9F:6A:7B:DC:A2,-82
CEP106,5,Attendance,78:9F:6A:7B:DC:A3,-82
CEP106,5,OnePlus Nord CE3 5G,3A:F5:5F:00:E0:51,-89
CEP106,5,Attendance,C8:A6:08:45:29:D3,-89
CEP106,5,DAIICT_Student,C8:A6:08:45:29:D1,-89
CEP106,6,Attendance,34:15:93:5C:E7:93,-66
CEP106,6,DAIICT_Student,34:15:93:5C:E7:91,-66
CEP106,6,DAIICT_STAFF,34:15:93:5C:E7:90,-67
CEP106,6,DA_Public,34:15:93:5C:E7:92,-67
CEP106,6,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-79
CEP106,6,DA_Public,C8:A6:08:45:29:D2,-84
CEP106,6,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-84
CEP106,6,DAIICT_Student,78:9F:6A:7B:DC:A1,-84
CEP106,6,DA_Public,78:9F:6A:7B:DC:A2,-84
CEP106,6,Attendance,78:9F:6A:7B:DC:A3,-84
CEP106,6,Attendance,C8:A6:08:45:29:D3,-85
CEP106,6,DAIICT_STAFF,C8:A6:08:45:29:D0,-85
CEP106,6,DAIICT_Student,C8:A6:08:45:29:D1,-85
CEP106,6,ASPIRE 8178,CA:E2:65:D2:84:80,-90
CEP106,7,DAIICT_Student,34:15:93:5C:E7:91,-71
CEP106,7,Attendance,34:15:93:5C:E7:93,-71
CEP106,7,DAIICT_STAFF,34:15:93:5C:E7:90,-72
CEP106,7,DA_Public,34:15:93:5C:E7:92,-72
CEP106,7,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-74
CEP106,7,DA_Public,78:9F:6A:7B:DC:A2,-77
CEP106,7,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-78
CEP106,7,DAIICT_Student,78:9F:6A:7B:DC:A1,-78
CEP106,7,Attendance,78:9F:6A:7B:DC:A3,-78
CEP106,7,DAIICT_STAFF,C8:A6:08:45:29:D0,-82
CEP106,7,DAIICT_Student,C8:A6:08:45:29:D1,-82
CEP106,7,DA_Public,C8:A6:08:45:29:D2,-82
CEP106,7,Attendance,C8:A6:08:45:29:D3,-83
CEP106,8,Attendance,34:15:93:5C:E7:93,-75
CEP106,8,DA_Public,34:15:93:5C:E7:92,-76
CEP106,8,DAIICT_STAFF,34:15:93:5C:E7:90,-76
CEP106,8,DAIICT_Student,34:15:93:5C:E7:91,-77
CEP106,8,DA_Public,78:9F:6A:7B:DC:A2,-80
CEP106,8,Attendance,78:9F:6A:7B:DC:A3,-80
CEP106,8,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-81
CEP106,8,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-83
CEP106,8,DAIICT_Student,78:9F:6A:7B:DC:A1,-83
CEP106,8,Attendance,C8:A6:08:45:29:D3,-86
CEP106,8,DAIICT_STAFF,C8:A6:08:45:29:D0,-87
CEP106,8,DA_Public,C8:A6:08:45:29:D2,-87
CEP106,8,Attendance,B0:7C:51:51:C7:A3,-90
CEP106,9,Attendance,34:15:93:5C:E7:93,-75
CEP106,9,DAIICT_STAFF,34:15:93:5C:E7:90,-76
CEP106,9,DAIICT_Student,34:15:93:5C:E7:91,-76
CEP106,9,DA_Public,34:15:93:5C:E7:92,-76
CEP106,9,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-79
CEP106,9,DAIICT_Student,78:9F:6A:7B:DC:A1,-79
CEP106,9,DA_Public,78:9F:6A:7B:DC:A2,-79
CEP106,9,Attendance,78:9F:6A:7B:DC:A3,-79
CEP106,9,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-83
CEP106,9,Attendance,B0:7C:51:51:C7:A3,-89
CEP106,10,DAIICT_STAFF,34:15:93:5C:E7:90,-77
CEP106,10,DAIICT_Student,34:15:93:5C:E7:91,-77
CEP106,10,Attendance,34:15:93:5C:E7:93,-77
CEP106,10,DA_Public,34:15:93:5C:E7:92,-78
CEP106,10,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-82
CEP106,10,DAIICT_Student,78:9F:6A:7B:DC:A1,-83
CEP106,10,DA_Public,78:9F:6A:7B:DC:A2,-83
CEP106,10,Attendance,78:9F:6A:7B:DC:A3,-83
CEP106,10,Vinay_sp,C4:12:F5:04:D3:38,-89
CEP106,10,Smartcity,24:C9:A1:13:DD:E8,-89
CEP106,10,SRL_24*7*365,50:3D:D1:40:FE:6F,-90
CEP106,11,DAIICT_STAFF,34:15:93:5C:E7:90,-81
CEP106,11,DAIICT_Student,34:15:93:5C:E7:91,-81
CEP106,11,DA_Public,34:15:93:5C:E7:92,-81
CEP106,11,Attendance,34:15:93:5C:E7:93,-81
CEP106,11,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-82
CEP106,11,DA_Public,78:9F:6A:7B:DC:A2,-82
CEP106,11,DAIICT_Student,78:9F:6A:7B:DC:A1,-83
CEP106,11,Attendance,78:9F:6A:7B:DC:A3,-83
CEP106,11,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-86
CEP106,11,AndroidAP_6912,96:C6:12:9B:E7:4D,-87
CEP106,11,Attendance,B0:7C:51:51:D6:23,-90
CEP106,12,DAIICT_Student,78:9F:6A:7B:DC:A1,-78
CEP106,12,Attendance,78:9F:6A:7B:DC:A3,-78
CEP106,12,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-79
CEP106,12,DA_Public,78:9F:6A:7B:DC:A2,-79
CEP106,12,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-82
CEP106,12,DAIICT_STAFF,34:15:93:5C:E7:90,-83
CEP106,12,DAIICT_Student,34:15:93:5C:E7:91,-83
CEP106,12,Attendance,34:15:93:5C:E7:93,-83
CEP106,12,DA_Public,34:15:93:5C:E7:92,-85
CEP106,12,Attendance,B0:7C:51:51:D6:23,-90
CEP106,12,DA_Public,C8:A6:08:45:29:D2,-90
CEP106,12,Attendance,C8:A6:08:45:29:D3,-90
CEP106,13,DAIICT_Student,34:15:93:5C:E7:91,-71
CEP106,13,DA_Public,34:15:93:5C:E7:92,-71
CEP106,13,DAIICT_STAFF,34:15:93:5C:E7:90,-71
CEP106,13,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-72
CEP106,13,DAIICT_Student,78:9F:6A:7B:DC:A1,-72
CEP106,13,Attendance,34:15:93:5C:E7:93,-73
CEP106,13,DA_Public,78:9F:6A:7B:DC:A2,-73
CEP106,13,Attendance,78:9F:6A:7B:DC:A3,-73
CEP106,13,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-81
CEP106,13,AndroidAP_6912,96:C6:12:9B:E7:4D,-84
CEP106,13,Smartcity,24:C9:A1:13:DD:E8,-84
CEP106,13,DAIICT_STAFF,B0:7C:51:51:C7:A0,-86
CEP106,13,DAIICT_Student,B0:7C:51:51:C7:A1,-86
CEP106,13,Attendance,B0:7C:51:51:C7:A3,-86
CEP106,13,DAIICT_Student,70:47:77:68:BE:61,-86
CEP106,13,DA_Public,B0:7C:51:51:D6:22,-86
CEP106,13,DAIICT_STAFF,B0:7C:51:51:D6:20,-87
CEP106,13,Attendance,B0:7C:51:51:D6:23,-87
CEP106,13,Vinay_sp,C4:12:F5:04:D3:38,-87
CEP106,13,DA_Public,70:47:77:68:BE:62,-87
CEP106,13,DA_Public,B0:7C:51:51:C7:A2,-88
CEP106,13,DAIICT_STAFF,70:47:77:68:BE:60,-88
CEP106,13,DAIICT_Student,B0:7C:51:51:D6:21,-89
CEP106,14,DAIICT_STAFF,34:15:93:5C:E7:90,-73
CEP106,14,DA_Public,34:15:93:5C:E7:92,-73
CEP106,14,Attendance,34:15:93:5C:E7:93,-73
CEP106,14,DAIICT_Student,34:15:93:5C:E7:91,-74
CEP106,14,AndroidAP_6912,96:C6:12:9B:E7:4D,-76
CEP106,14,Vinay_sp,C4:12:F5:04:D3:38,-77
CEP106,14,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-80
CEP106,14,Project_213,40:23:43:7E:FE:59,-81
CEP106,14,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-81
CEP106,14,DAIICT_Student,78:9F:6A:7B:DC:A1,-81
CEP106,14,DA_Public,78:9F:6A:7B:DC:A2,-81
CEP106,14,Attendance,78:9F:6A:7B:DC:A3,-81
CEP106,14,DAIICT_Student,B0:7C:51:51:C7:A1,-82
CEP106,14,DAIICT_STAFF,B0:7C:51:51:C7:A0,-83
CEP106,14,DA_Public,B0:7C:51:51:C7:A2,-83
CEP106,14,Attendance,B0:7C:51:51:C7:A3,-84
CEP106,14,DAIICT_STAFF,B0:7C:51:51:D6:20,-87
CEP106,14,Attendance,B0:7C:51:51:D6:23,-87
CEP106,14,DAIICT_Student,B0:7C:51:51:D6:21,-87
CEP106,14,Smartcity,24:C9:A1:13:DD:E8,-88
CEP106,15,DAIICT_STAFF,34:15:93:5C:E7:90,-72
CEP106,15,DAIICT_Student,34:15:93:5C:E7:91,-72
CEP106,15,Attendance,34:15:93:5C:E7:93,-72
CEP106,15,DA_Public,34:15:93:5C:E7:92,-73
CEP106,15,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-74
CEP106,15,DAIICT_Student,78:9F:6A:7B:DC:A1,-74
CEP106,15,DA_Public,78:9F:6A:7B:DC:A2,-74
CEP106,15,Attendance,78:9F:6A:7B:DC:A3,-74
CEP106,15,DAIICT_Student,B0:7C:51:51:C7:A1,-78
CEP106,15,DA_Public,B0:7C:51:51:C7:A2,-78
CEP106,15,Attendance,B0:7C:51:51:C7:A3,-78
CEP106,15,DAIICT_STAFF,B0:7C:51:51:C7:A0,-79
CEP106,15,Smartcity,24:C9:A1:13:DD:E8,-83
CEP106,15,Project_213,40:23:43:7E:FE:59,-84
CEP106,15,HP-Print-79-LaserJet Pro M202dw,4C:D5:77:21:21:79,-86
CEP106,15,AndroidAP_6912,96:C6:12:9B:E7:4D,-87
CEP106,16,DAIICT_STAFF,78:9F:6A:7B:DC:A0,-71
CEP106,16,DAIICT_Student,78:9F:6A:7B:DC:A1,-71
CEP106,16,DA_Public,78:9F:6A:7B:DC:A2,-71
CEP106,16,Attendance,78:9F:6A:7B:DC:A3,-71
CEP106,16,DAIICT_STAFF,34:15:93:5C:E7:90,-75
